Batch,Order,Rep,Population,GH_ID,ILL_No,Cystine,Aspartate,Glutamate,Serine,Histidine,Glycine,Threonine,Methionine,Arginine,Alanine,Valine,Phenylalanine,Isoleucine,Leucine,Lysine,Hydroxyproline,Proline,TotalAA,Cystine_to_TotalAA,Aspartate_to_TotalAA,Glutamate_to_TotalAA,Serine_to_TotalAA,Histidine_to_TotalAA,Glycine_to_TotalAA,Threonine_to_TotalAA,Methionine_to_TotalAA,Arginine_to_TotalAA,Alanine_to_TotalAA,Valine_to_TotalAA,Phenylalanine_to_TotalAA,Isoleucine_to_TotalAA,Leucine_to_TotalAA,Lysine_to_TotalAA,Hydroxyproline_to_TotalAA,Proline_to_TotalAA
4,122,3,GM,G44R1,ILL4819,0.273118819,4.201180664,4.967827466,1.582304793,0.830317283,1.389045546,1.215091718,0.237552729,3.409729834,1.38289723,0.240672085,1.260003598,1.390753794,2.510639167,1.533242388,7.968551087,5.132987694,39.5259159,0.690986693,10.62892679,12.5685322,4.00320842,2.100690811,3.514265298,3.074164609,0.601004995,8.626567549,3.498710147,0.608896921,3.187791021,3.518587141,6.351881064,3.879081239,20.1603199,12.98638521
4,123,2,HT,H146R2,ILL33118,0.260720392,3.912712044,4.546573554,1.440759672,0.774288675,1.327578126,1.138900728,0.223509462,2.731062367,1.341726491,0.229989102,1.501279982,1.337000848,2.405813797,1.46205465,6.915983102,4.756810924,36.30676392,0.718104187,10.77681297,12.52266262,3.968295482,2.132629272,3.656558676,3.136883063,0.615613836,7.522186151,3.695527627,0.633460758,4.134987038,3.682511752,6.626351505,4.026948404,19.04874562,13.10172103
4,124,1,HT,H95R1,ILL6126,0.167060028,3.574378671,4.065043775,1.257932083,0.655562054,1.210660223,1.006075625,0.188561632,2.553963141,1.180776097,0.206961936,1.357557554,1.18858543,2.134309416,1.316400789,2.269293455,1.738793198,26.07191511,0.640766232,13.70968974,15.59165776,4.824854936,2.514437667,4.643541597,3.858848193,0.723236599,9.7958402,4.528919691,0.79381179,5.206972899,4.558872738,8.186239512,5.049114281,8.703976849,6.669219315
4,125,2,HT,H93R2,ILL5968,0.273263851,4.501994582,4.859890859,1.474315037,0.795615146,1.335423634,1.149955745,0.218930287,3.365528665,1.38778901,0.242269178,1.571363364,1.395219264,2.530557016,1.669517385,4.02814807,3.655000534,34.45478163,0.793108643,13.06638548,14.10512744,4.278985288,2.309157419,3.875873162,3.337579548,0.635413364,9.767958194,4.027856061,0.703151106,4.560653964,4.049421294,7.344574241,4.845531755,11.69111479,10.60810825
4,126,3,GM,G11R1,ILL494,0.166291584,4.190376162,4.657248186,1.437589038,0.703412813,1.341599358,1.123195267,0.209697858,2.747487326,1.342647619,0.234571468,1.529596723,1.339844574,2.381062938,1.56905305,2.666435513,1.899708065,29.53981754,0.562940457,14.18551809,15.76600187,4.86661448,2.381236147,4.541664335,3.802309427,0.709882035,9.300962411,4.545212973,0.794085704,5.178084532,4.535723933,8.060520125,5.311654508,9.026580849,6.431008121
4,127,3,GM,G34R1,ILL3485,0.169358142,4.00974676,4.343995622,1.323040624,0.667669707,1.277510432,1.060741545,0.201855675,2.69514178,1.267055486,0.223897156,1.445958132,1.269442514,2.242412723,1.526938186,2.505124351,1.770111582,28.00000042,0.604850498,14.32052393,15.51426985,4.725145015,2.384534632,4.562537189,3.788362604,0.720913114,9.625506214,4.525198097,0.799632688,5.164136109,4.533723197,8.008616749,5.453350583,8.946872549,6.321826984
4,128,2,HT,H105R2,ILL6783,0.167242799,5.058547899,5.317086331,1.64720283,0.81904822,1.473882519,1.247669535,0.23029234,3.298740036,1.491911952,0.268033927,1.776030597,1.559680159,2.815596885,1.908926909,3.940780962,2.465034378,35.48570828,0.471296212,14.2551696,14.98374018,4.641876716,2.308107291,4.153453857,3.515977546,0.648972082,9.295967859,4.204261446,0.75532923,5.004917989,4.395234687,7.934453113,5.379424567,11.10526224,6.946555381
4,129,2,HT,RedberryR2,Redberry,0.221236459,3.386895227,4.146065359,1.285411759,0.657304749,1.19121654,1.001850545,0.1784173,2.456664232,1.159398671,0.204367505,1.382476196,1.222780458,2.213129376,1.46931625,2.097697121,2.320970721,26.59519847,0.83186617,12.7349876,15.58952592,4.833247477,2.471516615,4.47906618,3.767035415,0.670862826,9.237247223,4.359428535,0.768437601,5.198217256,4.597748949,8.321537358,5.524742565,7.887503165,8.727029143
4,130,4,GM,G78R2,ILL7090,0.149449063,4.248830459,4.546171632,1.43034535,0.659480234,1.346027789,1.088578004,0.209263004,2.683476552,1.335168302,0.232497364,1.528728852,1.347504857,2.39937802,1.663297854,2.91826766,1.866823915,29.65328891,0.503988153,14.32836159,15.33108737,4.823563937,2.223969948,4.539219218,3.671019452,0.705699137,9.049507325,4.502597692,0.784052537,5.15534333,4.544200345,8.091439797,5.609151346,9.841295071,6.295503749
4,131,3,GM,G25R1,ILL956,0.15633729,3.904556731,3.943271702,1.197953201,0.635112904,1.242651363,1.031476232,0.225308629,2.883846662,1.237442274,0.205644901,1.293584024,1.159493377,2.06997041,1.326845563,2.462828444,1.613932142,26.59025585,0.587949551,14.68416383,14.82976217,4.505233826,2.388517461,4.673333608,3.879151212,0.847335318,10.84550174,4.65374339,0.773384439,4.864879945,4.360595037,7.784695348,4.989969147,9.262146472,6.069637506
4,132,3,GM,G45R1,ILL4831,0.236120712,3.734537952,4.39041786,1.31542548,0.710689163,1.28709279,1.093676328,0.214683397,3.076468588,1.299962797,0.222620168,1.451181129,1.28196147,2.311859849,1.538413118,2.608172603,2.610745849,29.38402925,0.80356819,12.70941408,14.94151065,4.476668154,2.41862393,4.380246082,3.72200939,0.730612521,10.46986634,4.424045409,0.757623014,4.938673034,4.362783126,7.867742811,5.235541745,8.876157114,8.884914409
4,133,3,GM,G61R1,ILL5626,0.225159712,3.397376793,4.07707311,1.218555805,0.64169092,1.080349606,0.957068773,0.178986082,2.389520565,1.17272886,0.204498161,1.344423253,1.196333906,2.170799993,1.394012515,2.146189266,2.164959694,25.95972701,0.867342372,13.08710523,15.70537744,4.694023956,2.471870832,4.161637006,3.686744366,0.689475979,9.204721466,4.517493036,0.787751585,5.178880549,4.608422521,8.362183438,5.369904369,8.267379949,8.339685902
4,134,2,HT,H92R2,ILL5653,0.146370652,3.925439303,4.673642595,1.37715213,0.703740852,1.362282582,1.1276544,0.217160366,3.003308493,1.329622382,0.232759014,1.486734132,1.320350916,2.410000657,1.743247566,2.041735782,1.773630284,28.87483211,0.506914296,13.59467404,16.18586933,4.769385758,2.437211927,4.717889188,3.905319331,0.752074905,10.40112885,4.604779613,0.80609651,5.148892733,4.572670453,8.346371152,6.037256111,7.070987546,6.142478257
4,135,2,HT,CrimsonR2,Crimson,0.26856346,3.487054517,4.095837231,1.227955219,0.668917054,1.117447348,1.024749552,0.202323105,2.477389099,1.192394962,0.206243331,1.369722316,1.224687297,2.197406467,1.502127233,1.716326204,2.197668629,26.17681302,1.025959347,13.3211576,15.64681395,4.691003515,2.555380036,4.268844137,3.914722358,0.772909616,9.464059268,4.555157119,0.787885564,5.232578598,4.678519482,8.394476688,5.738388518,6.556666017,8.395478193
4,136,3,GM,G19R1,ILL769,0.249146768,3.928270903,4.447924554,1.371956124,0.703461683,1.261376134,1.088627366,0.220280054,2.679676153,1.289210382,0.219847835,1.461992245,1.268760194,2.290138247,1.430125082,2.431928714,2.385346091,28.72806853,0.867259028,13.67398194,15.48285277,4.775664339,2.44869119,4.390744657,3.789420667,0.766776415,9.327728212,4.487633343,0.765271897,5.089072534,4.416447951,7.971779393,4.978145609,8.465340131,8.303189922
4,137,1,HT,H150R1,ILL34113,0.147429066,3.906516385,4.254997462,1.292611989,0.656034054,1.238964614,1.015259454,0.194923146,2.544742349,1.243168381,0.220050154,1.430295664,1.271036127,2.262934334,1.369581423,2.920359674,1.839211836,27.80811611,0.530165601,14.04811591,15.30127911,4.648326351,2.359145982,4.455406504,3.650946543,0.700957754,9.151077832,4.470523555,0.791316295,5.14344682,4.570737988,8.137675795,4.925114012,10.50182494,6.613938997
4,138,2,HT,H103R2,ILL6528,0.162797804,3.6566847,4.27565646,1.294702805,0.655500981,1.237217367,1.031052414,0.196362141,2.69924103,1.222561389,0.213600708,1.367674283,1.211265335,2.191536028,1.34973129,1.941193491,1.694561327,26.40133955,0.61662706,13.85037563,16.19484667,4.903928463,2.482832281,4.68619164,3.905303411,0.74375825,10.22387907,4.630679389,0.809052539,5.180321552,4.587893476,8.300851643,5.112359118,7.35263257,6.418467228
4,139,3,GM,G96R1,ILL158,0.228248005,3.719617148,4.456738361,1.308433492,0.717227696,1.240770257,1.043272755,0.209206753,3.145391259,1.277434608,0.219501458,1.399933372,1.262943886,2.315516208,1.442338155,4.488477386,3.27298484,31.74803564,0.718935835,11.71605447,14.03783973,4.121305352,2.259124641,3.908179615,3.286101751,0.658959677,9.907357087,4.023665031,0.691385951,4.409511782,3.978022138,7.293415676,4.543078417,14.13781135,10.3092515
4,140,2,HT,H117R2,ILL8006,0.275733945,4.349737241,4.677916476,1.396025354,0.722527838,1.299995936,1.156131635,0.228628732,3.081387695,1.374917081,0.241189379,1.579964514,1.375571985,2.497239337,1.725577695,2.353069743,2.64211581,30.9777304,0.890103766,14.04149751,15.10090125,4.50654498,2.332410505,4.196549971,3.732137959,0.738042229,9.947106052,4.438404826,0.778589574,5.100323664,4.440518939,8.061401869,5.57038128,7.596004333,8.529081299
4,141,3,GM,G32R1,ILL2230,0.267765606,3.976065306,4.471477775,1.312393527,0.734441198,1.31294134,1.097657009,0.233633459,2.941920864,1.318430152,0.221054896,1.40439502,1.232997044,2.214046036,1.5109769,4.017100739,3.076681831,31.3439787,0.854280845,12.68526036,14.265827,4.187067441,2.34316519,4.188815187,3.501970887,0.745385457,9.385920313,4.206326722,0.705254742,4.480589504,3.93376047,7.063704506,4.820628914,12.81618003,9.815862435
4,142,1,HT,H141R1,ILL33112,0.269833668,3.768660326,4.455785256,1.343827566,0.703804738,1.255020456,1.084788829,0.20797251,3.039979001,1.292307598,0.223340384,1.445659468,1.273281172,2.323733199,1.541545146,2.084604878,2.427206255,28.74135045,0.938834341,13.11232864,15.50304765,4.675589508,2.448753197,4.366602252,3.774314053,0.723600341,10.57702214,4.49633569,0.777069903,5.029894022,4.430136901,8.084982656,5.363509793,7.252981664,8.44499725
4,143,2,HT,H147R2,ILL33125,0.247269487,3.624146278,4.305647161,1.318435574,0.670893217,1.195207511,1.022098314,0.188412776,2.694801794,1.197311654,0.213547745,1.40620071,1.223977247,2.230133497,1.27660507,2.920314934,2.471638078,28.20664105,0.876635706,12.84855674,15.26465755,4.674202688,2.37849383,4.237326625,3.623608753,0.667973105,9.553784832,4.244786368,0.757083215,4.985353299,4.339322945,7.906412867,4.525902492,10.35328854,8.762610457
4,144,1,HT,H145R1,ILL33117,0.232321787,3.675903385,4.355165835,1.378647747,0.667576216,1.240533885,1.057183056,0.199438116,2.873754308,1.280551241,0.218911713,1.446955275,1.269916077,2.30030298,1.432222151,2.191847719,2.215308018,28.03653951,0.828639308,13.1111166,15.53389224,4.917324931,2.381093486,4.424704,3.770733031,0.711350686,10.25003213,4.567436864,0.780808605,5.160962445,4.529503638,8.204660847,5.108412722,7.817825443,7.901503027
4,145,1,HT,H142R1,ILL33114,0.185413533,4.50046577,4.869072462,1.5061438,0.744649165,1.449681197,1.176939015,0.222135397,3.174986054,1.376737728,0.242860623,1.580776493,1.355126144,2.460400207,1.716838579,2.480651999,2.055303914,31.09818208,0.596219845,14.47179696,15.65709677,4.843189213,2.394510274,4.661626822,3.784591048,0.714303481,10.20955516,4.427068195,0.780947974,5.083179746,4.357573509,7.911717157,5.52070399,7.976839265,6.609080585
4,146,4,GM,G43R2,ILL4791,0.156061025,4.232058054,4.713990712,1.478057615,0.698011742,1.419112156,1.115618282,0.209401026,2.912261795,1.366793499,0.242212224,1.562962097,1.364369599,2.441475398,1.590154606,2.58657504,1.865077369,29.95419224,0.520998943,14.12843324,15.7373321,4.934393167,2.330263946,4.737607827,3.72441451,0.699070849,9.722384672,4.562945607,0.808608765,5.21784091,4.554853585,8.150696832,5.308621222,8.635101956,6.22643186
4,147,1,HT,H139R1,L24,0.237212739,3.930030313,4.235840728,1.274093259,0.693624475,1.224643484,1.025210664,0.194076331,2.68627177,1.226746723,0.218578962,1.387844557,1.255496638,2.239196657,1.534101542,4.139660312,2.898496772,30.40112593,0.780276163,12.92725251,13.93317056,4.190941027,2.281574954,4.028283317,3.372278601,0.63838534,8.836093033,4.035201611,0.718983114,4.56510907,4.129770197,7.36550568,5.046199755,13.61679933,9.534175738
4,148,1,HT,H143R1,ILL33115,0.232850492,5.059631745,5.022548729,1.54010595,0.736699143,1.438982631,1.168765049,0.236254833,3.522937646,1.531561552,0.258833824,1.58003428,1.405509152,2.54021286,1.414495321,4.555211636,3.326872777,35.57150762,0.654598322,14.22383273,14.11958352,4.329605499,2.071037165,4.045323708,3.285677575,0.664168737,9.903818763,4.305585156,0.727643671,4.441853567,3.951221767,7.141144781,3.976484034,12.80578739,9.352633609
4,149,2,HT,H89R2,ILL5595,0.255912806,5.315613662,5.813034239,1.814279447,0.823288132,1.638137962,1.311111473,0.249022799,3.360524228,1.542506273,0.276367941,0.862284898,1.561918522,2.804412431,1.762841232,7.548714092,4.540096809,41.48006695,0.616953696,12.81486278,14.01404257,4.373858532,1.984780143,3.949217257,3.160822943,0.600343291,8.10154003,3.718668716,0.666266863,2.07879341,3.765467698,6.760867659,4.249851463,18.19841347,10.94524947
4,150,4,GM,G10R2,ILL490,0.190334947,3.461893416,4.662851876,1.625548147,0.706256624,1.363289965,1.111322338,0.230655073,2.839185366,1.294592709,0.207596423,1.402318237,1.24437059,2.334083635,0.992511805,10.81204634,3.763880201,38.24273769,0.4977022,9.052420472,12.19277739,4.250606115,1.846773183,3.564833606,2.905969617,0.603134312,7.424116414,3.38519883,0.542838812,3.66688768,3.253874239,6.103338244,2.595294858,28.27215569,9.842078335
4,151,1,HT,ShaotaR1,Shaota,0.230656317,3.768565614,4.334630697,1.387975832,0.650321442,1.243170669,1.064071383,0.205755714,2.813711479,1.228258929,0.210764531,1.424898743,1.252176548,2.245578807,1.231791623,3.513591714,2.675085345,29.48100539,0.782389589,12.78302949,14.70313051,4.708034254,2.205899811,4.21685303,3.609345641,0.697926381,9.544150351,4.166272191,0.714916361,4.833277306,4.247401103,7.617036046,4.17825514,11.91815431,9.073928483
4,152,1,HT,H104R1,ILL6644,0.272379381,3.56502382,4.697963192,1.564471185,0.714359869,1.28572414,1.093540001,0.217172137,2.905629665,1.269770497,0.212150056,1.497492154,1.260350748,2.366225643,1.222455651,5.133159831,3.844797081,33.12266505,0.822335342,10.76309474,14.18353017,4.723264818,2.156710119,3.881704984,3.301485552,0.655660215,8.772330549,3.833539647,0.640498147,4.521049715,3.805100665,7.143826257,3.690692307,15.49742396,11.6077528
4,153,4,GM,G13R2,ILL556,0.24815736,3.461605896,4.300704197,1.396253804,0.64916773,1.200145295,1.010994394,0.19682317,2.482384346,1.183547479,0.202351564,1.395078376,1.194589675,2.185244279,1.210897417,2.659895542,2.350100018,27.32794054,0.908071941,12.66691096,15.73738859,5.109253666,2.375472564,4.391641928,3.699489877,0.720226867,9.083686135,4.330906228,0.74045669,5.104952471,4.371312478,7.996373805,4.430986723,9.733245496,8.599623577
4,154,4,Control,STD4,Control,0.163294874,3.319816846,4.02660097,1.259377626,0.563208711,1.198080957,0.964519323,0.191746163,2.218688092,1.130213248,0.188384964,1.242773516,1.079141266,1.93077517,1.194933414,2.15401406,1.43448528,24.26005448,0.673101844,13.68429262,16.5976584,5.191157452,2.321547594,4.938492442,3.975750853,0.790378122,9.145437385,4.658741591,0.776523252,5.122715273,4.448222764,7.958659662,4.925518263,8.878850877,5.912951602
5,155,3,GM,G60R1,ILL5595,0.212116026,3.148029695,3.652531211,1.194290872,0.523262672,1.066729665,0.904587606,0.170257699,2.083042559,1.042082794,0.177322507,1.221001329,1.053845124,1.905227959,1.157300186,3.979219727,2.512635021,26.00348265,0.815721605,12.10618492,14.04631549,4.592811232,2.012279197,4.102256914,3.478717132,0.654749601,8.010629141,4.007473952,0.681918301,4.69553,4.052707624,7.326818429,4.450558417,15.3026415,9.662686551
5,156,1,HT,H96R1,ILL6199,0.186453171,3.625853658,4.194926588,1.367028347,0.588976768,1.238549489,1.023494631,0.195619681,2.439002054,1.177832423,0.196497782,1.328135559,1.165535256,2.131666075,1.33053915,3.051503625,2.22069217,27.46230643,0.67894214,13.20301945,15.27521586,4.977835167,2.144673353,4.509998067,3.726907038,0.712320655,8.881271719,4.28890569,0.715518132,4.836212729,4.244127343,7.762152391,4.844965056,11.11160722,8.086327985
5,157,1,HT,H146R1,ILL33118,0.262983489,4.348643502,4.922987553,1.578548164,0.792618628,1.367967044,1.18543934,0.225261144,3.112654777,1.3633729,0.233135993,1.557478577,1.360497904,2.504230439,1.438117151,3.996879652,3.122318316,33.37313457,0.788009554,13.03037176,14.751349,4.7299967,2.375020022,4.099006765,3.552076708,0.674977484,9.326827752,4.085240771,0.698573856,4.666863323,4.076626069,7.503731582,4.309206101,11.97633876,9.355783794
5,158,4,GM,G50R2,ILL4926,0.241331126,3.775339768,4.57519268,1.441594427,0.662293821,1.251424977,1.088418535,0.201061331,2.57639619,1.26284289,0.212124087,1.467646703,1.264752597,2.265419885,1.191825457,3.12991355,2.792869826,29.40044785,0.820841666,12.84109612,15.56164281,4.903307713,2.252665757,4.256482702,3.702047467,0.683871661,8.763118858,4.295318549,0.721499509,4.991919547,4.301814052,7.705392437,4.053766334,10.64580229,9.499412527
5,159,2,HT,H149R2,ILL34110,0.269451515,4.908350275,5.221484978,1.6630513,0.807789495,1.479586086,1.258132419,0.239256247,3.61983317,1.485071836,0.248874449,1.633615902,1.423921032,2.578224696,1.562510905,4.860025528,3.247103248,36.50628308,0.738096273,13.44522055,14.30297619,4.555520748,2.212741005,4.052962836,3.446344883,0.65538375,9.91564428,4.067989701,0.681730453,4.474889702,3.900482086,7.062413586,4.280115019,13.31284677,8.894642166
5,160,3,GM,G24R1,ILL950,0.269813776,4.094218415,4.577160586,1.462460089,0.693837416,1.312239675,1.151367886,0.238962331,2.626338963,1.328871005,0.215257385,1.45192348,1.251169956,2.236906121,1.443503093,2.512814063,2.470430646,29.33727489,0.91969611,13.95568754,15.6018601,4.984989556,2.365037035,4.472943312,3.924590442,0.81453486,8.952225362,4.529633411,0.733733402,4.949074124,4.26477906,7.62479177,4.920372116,8.565260655,8.420791146
5,161,2,HT,H102R2,ILL6493,0.231872466,4.200161149,4.808957724,1.524737657,0.720660834,1.351645777,1.117975826,0.194807032,2.962406755,1.316420617,0.227143507,1.509634733,1.304543588,2.383775664,1.553705363,4.051597162,2.631519581,32.09156544,0.722533983,13.08805318,14.98511418,4.751209972,2.245639389,4.211841207,3.48370611,0.607034993,9.231107037,4.102076665,0.707798152,4.704147998,4.06506685,7.428044197,4.841475765,12.62511538,8.200034948
5,162,1,HT,H140R1,ILL33104,0.263236928,3.922913718,4.184439307,1.328263684,0.664463427,1.204995143,1.008937759,0.19369817,2.777315689,1.238567345,0.20282606,1.342348664,1.170504687,2.130834068,1.44566158,2.221754506,2.164954817,27.46571555,0.958420062,14.28294745,15.23513669,4.836078934,2.419246736,4.387270161,3.673444288,0.705236205,10.1119364,4.509503285,0.738469965,4.887360977,4.261693764,7.758159674,5.26351326,8.089192149,7.882390003
5,163,3,GM,G18R1,ILL719,0.210990848,3.551972576,4.421988493,1.348389619,0.651834304,1.182075454,1.031987008,0.188406314,2.531502121,1.19155195,0.199368642,1.381549768,1.187293306,2.164033542,1.439235877,2.976889963,2.354933501,28.01400329,0.753162073,12.67927522,15.78492173,4.813270011,2.326815976,4.219587761,3.683825541,0.672543342,9.036559663,4.253415472,0.711674943,4.931639916,4.238213632,7.724827901,5.13755875,10.6264354,8.406272666
5,164,1,HT,H99R1,ILL6281,0.221424948,4.571711181,5.116363509,1.602872947,0.791631556,1.447961359,1.222204929,0.252234301,3.455249434,1.433424059,0.236068468,1.587105379,1.372129363,2.518458931,1.682372744,3.582106137,2.606684442,33.70000369,0.657047252,13.56590706,15.1820859,4.756299026,2.349054805,4.296620773,3.626720461,0.748469654,10.25296456,4.253483389,0.700499828,4.709510995,4.071600038,7.473171084,4.992203442,10.6293939,7.734967824
5,165,1,HT,H98R1,ILL6001,0.270169576,4.23096258,4.688106165,1.468813398,0.715015631,1.304223708,1.130357953,0.220590458,2.801343303,1.318779333,0.220367782,1.481928434,1.282135542,2.332276781,1.591823576,2.676703687,2.458624918,30.19222283,0.894831684,14.01341864,15.52752903,4.864873337,2.368211294,4.319733978,3.74387126,0.730620131,9.278360587,4.367943827,0.729882603,4.908311795,4.246575515,7.724760096,5.272296728,8.865540317,8.143239179
5,166,4,GM,G21R2,ILL890,0.203481343,3.482205551,4.157769737,1.282278175,0.592101368,1.12438884,0.964241083,0.182299479,2.453916128,1.145057846,0.188389251,1.258460485,1.104867566,1.975790274,1.257198488,2.397514688,1.931354868,25.70131517,0.791715683,13.5487446,16.17726451,4.989153927,2.30377848,4.374829975,3.751718839,0.709300196,9.547823182,4.455250007,0.732994595,4.896482832,4.298875597,7.687506499,4.89157259,9.328373557,7.514614934
5,167,2,HT,H108R2,ILL6925,0.238659212,4.041129127,4.703420947,1.423437498,0.729420112,1.291711815,1.106799562,0.205868288,3.014862034,1.255866794,0.208936003,1.410134418,1.22590596,2.256965216,1.524466172,3.502300933,2.460127483,30.60001157,0.77993177,13.20629934,15.37065088,4.65175477,2.383724955,4.221278845,3.616990665,0.672771929,9.852486581,4.104138297,0.682797137,4.608280669,4.006227112,7.375700531,4.98191371,11.44542356,8.039629257
5,168,4,GM,G81R2,ILL7495,0.17478526,5.593489182,5.852964669,1.863617011,0.86731129,1.674163917,1.322554948,0.241265863,3.832356339,1.539267174,0.26760885,1.795493251,1.532230657,2.849445293,1.860529814,2.636924606,2.304499158,36.20850728,0.482718767,15.44799717,16.16461188,5.146903728,2.395324621,4.623675602,3.652608316,0.666323693,10.58413237,4.251120219,0.739077278,4.95876076,4.231686894,7.869546432,5.138377563,7.282610646,6.364524061
5,169,2,HT,H96R2,ILL6199,0.232344666,4.144175397,5.021042039,1.547239187,0.728323915,1.402474569,1.155538424,0.218032377,2.902176331,1.346849978,0.222881469,1.532143047,1.320483922,2.411568403,1.571428042,2.48299713,2.349486643,30.58918554,0.759564735,13.54784485,16.4144352,5.058124823,2.380984986,4.584870582,3.777604417,0.712776013,9.48758942,4.403026607,0.728628321,5.008773591,4.316832563,7.883728712,5.137201316,8.11723845,7.680775417
5,170,1,HT,H149R1,ILL34110,0.167093849,4.158427067,4.725525379,1.48682958,0.684841784,1.357759607,1.138177204,0.216914017,2.903157932,1.332483159,0.221818983,1.454684076,1.277030182,2.289857023,1.509172949,1.899378811,1.71343784,28.53658944,0.585542464,14.57226371,16.55953101,5.210256758,2.399872575,4.757960336,3.988483649,0.760125934,10.17345797,4.669384762,0.777314274,5.097610136,4.475062392,8.024284148,5.288554023,6.655941891,6.004353966
5,171,3,GM,G93R1,ILL598,0.252625476,4.367928995,5.2737036,1.573382855,0.755833366,1.384998381,1.175922145,0.224094859,3.248598314,1.395411322,0.238324219,1.562319599,1.379371567,2.543396327,1.722272239,2.562180435,2.491982344,32.15234604,0.785713975,13.58510197,16.40223576,4.893524264,2.350787607,4.307612201,3.657344766,0.696978251,10.10376757,4.339998457,0.741234306,4.859115403,4.290111724,7.910453326,5.356598976,7.968875526,7.750545919
5,172,2,HT,H101R2,ILL6415,0.268459992,4.806677284,5.540277334,1.69309658,0.785844214,1.547633948,1.272984212,0.238492294,3.535963787,1.515625192,0.256223632,1.668536983,1.4475484,2.670524701,1.857362131,2.806831414,2.507694581,34.41977668,0.779958553,13.96487063,16.0962036,4.918964454,2.283118282,4.496350928,3.698409272,0.692893206,10.27305848,4.403355682,0.744408177,4.847611298,4.205571737,7.758692701,5.396206223,8.154705477,7.2856213
5,173,2,HT,H148R2,ILL34101,0.261538464,3.763971898,4.577563918,1.436686231,0.7062025,1.304912656,1.110752858,0.223769908,2.642241425,1.286360784,0.215235447,1.421054257,1.250509611,2.279757424,1.518336585,2.525567765,2.226919909,28.75138164,0.90965529,13.09144703,15.92119633,4.996929361,2.456238482,4.538608517,3.863302543,0.778292712,9.189963314,4.474083368,0.748609057,4.942559891,4.349389628,7.929209986,5.280916945,8.78416139,7.745436156
5,174,3,GM,G6R1,ILL268,0.247074805,3.486936402,4.23199559,1.314328998,0.628199471,1.157952487,1.02644804,0.203298592,2.362692609,1.16664404,0.198033261,1.33615283,1.167015791,2.109674915,1.418884159,1.94021017,1.882737848,25.87828001,0.954757445,13.47437465,16.35346549,5.078888541,2.427516322,4.474611476,3.966446146,0.785595457,9.130021811,4.508197761,0.765248931,5.163221163,4.509634298,8.15229959,5.482915242,7.497446389,7.275359287
5,175,2,HT,H127R2,ILL10315,0.282751782,3.762374358,4.37449076,1.470248493,0.612002915,1.245922268,1.122715357,0.219971999,2.74868186,1.277299325,0.213748203,1.458465941,1.299378846,2.32741235,1.477370847,3.051563777,3.917009085,30.86140817,0.916198576,12.1911947,14.1746311,4.764035669,1.983068665,4.037153008,3.637926536,0.712773694,8.906534158,4.138823861,0.692606772,4.72585675,4.210367975,7.54149758,4.787114182,9.887960266,12.6922565
5,176,2,HT,H82R2,ILL5424,0.284812626,3.994531492,4.645232432,1.496642986,0.52540139,1.245975678,1.17361048,0.230865344,2.878535993,1.330154454,0.225044726,1.547298135,1.369303779,2.465357809,1.532046283,2.319612656,3.917632275,31.18205854,0.913386221,12.8103521,14.89713204,4.799692696,1.684947738,3.995809566,3.763736376,0.740378778,9.23138538,4.265768575,0.721712217,4.962142359,4.391319378,7.906334362,4.913230091,7.438933684,12.56373844
5,177,4,GM,G93R2,ILL598,0.278683867,4.767333079,5.260221055,1.695635458,0.536799467,1.45169387,1.231100549,0.240562628,3.65074326,1.491982203,0.253220352,1.708344997,1.507479658,2.765750172,1.83667809,4.185397012,4.287910987,37.1495367,0.750167813,12.83281974,14.15958723,4.56435156,1.444969479,3.907703834,3.313905524,0.647552162,9.827156901,4.01615292,0.681624522,4.598563397,4.057869335,7.444911612,4.944013447,11.26635049,11.54230003
5,178,3,GM,G84R1,ILL7745,0.249488056,4.949291951,5.416008482,1.761150266,0.561418017,1.55965833,1.279483056,0.237170683,3.517266457,1.497038792,0.253946638,1.706384664,1.519747573,2.781980205,1.628658237,2.794261042,2.948672388,34.66162484,0.719781768,14.27888039,15.6253739,5.080980116,1.619710616,4.499668834,3.691353369,0.684245716,10.14743675,4.319009276,0.732644933,4.922979439,4.384524904,8.026110196,4.698735979,8.06154084,8.507022974
5,179,2,HT,H91R2,ILL5639,0.192551847,4.251479411,4.24274904,1.432013274,0.541870361,1.278839845,1.084678743,0.200501876,2.610018694,1.264157123,0.206216108,1.44096053,1.263195849,2.306209224,1.573290526,2.970434157,2.531041737,29.39020835,0.655156455,14.46563209,14.43592706,4.872416205,1.843710513,4.351244571,3.690612636,0.682206379,8.880572276,4.301286701,0.701649017,4.902859187,4.298015972,7.846862455,5.353111171,10.10688363,8.611853673
5,180,3,GM,G28R1,ILL1890,0.206939926,3.65500849,4.297367134,1.458629381,0.468398924,1.301875219,1.063739739,0.204123031,2.528780324,1.216022839,0.198789493,1.319851515,1.178874704,2.130043617,1.178676354,1.890143191,1.888976714,26.1862406,0.790262066,13.95774425,16.41078305,5.570213012,1.788721532,4.971600312,4.062208682,0.779504909,9.656904796,4.643747294,0.759137198,5.04024818,4.501886018,8.134209297,4.501128559,7.218077693,7.213623151
